provider,region,instance
azure,us-west,sles-enterprise-basic-a7-standard
azure,us-west,sles-enterprise-basic-a8-standard
azure,us-west,sles-enterprise-basic-a9-standard
azure,us-west,sles-enterprise-basic-a10-standard
azure,us-west,sles-enterprise-basic-a11-standard
azure,us-west,sles-enterprise-basic-a2v2-standard
azure,us-west,sles-enterprise-basic-a2mv2-standard
azure,us-west,sles-enterprise-basic-a4v2-standard
azure,us-west,sles-enterprise-basic-a4mv2-standard
azure,us-west,sles-enterprise-basic-a8mv2-standard
azure,us-west,sles-enterprise-basic-a8v2-standard
azure,us-west,sles-enterprise-basic-d1-standard
azure,us-west,sles-enterprise-basic-d2-standard
azure,us-west,sles-enterprise-basic-d3-standard
azure,us-west,sles-enterprise-basic-d4-standard
azure,us-west,sles-enterprise-basic-d11-standard
azure,us-west,sles-enterprise-basic-d12-standard
azure,us-west,sles-enterprise-basic-d13-standard
azure,us-west,sles-enterprise-basic-d14-standard
azure,us-west,sles-enterprise-basic-f1-standard
azure,us-west,sles-enterprise-basic-f2-standard
azure,us-west,sles-enterprise-basic-f4-standard
azure,us-west,sles-enterprise-basic-f8-standard
azure,us-west,sles-enterprise-basic-f16-standard
azure,us-west,sles-enterprise-basic-f1s-standard
azure,us-west,sles-enterprise-basic-f2s-standard
azure,us-west,sles-enterprise-basic-f4s-standard
azure,us-west,sles-enterprise-basic-f8s-standard
azure,us-west,sles-enterprise-basic-f16s-standard
azure,us-west,sles-enterprise-basic-d1v2-standard
azure,us-west,sles-enterprise-basic-d11v2-standard
azure,us-west,sles-enterprise-basic-d2v2-standard
azure,us-west,sles-enterprise-basic-d3v2-standard
azure,us-west,sles-enterprise-basic-d12v2-standard
azure,us-west,sles-enterprise-basic-d4v2-standard
azure,us-west,sles-enterprise-basic-d13v2-standard
azure,us-west,sles-enterprise-basic-d14v2-standard
azure,us-west,sles-enterprise-basic-d5v2-standard
azure,us-west,sles-enterprise-basic-d15v2-standard
azure,us-west,sles-enterprise-basic-ds1-standard
azure,us-west,sles-enterprise-basic-ds2-standard
azure,us-west,sles-enterprise-basic-ds3-standard
azure,us-west,sles-enterprise-basic-ds4-standard
azure,us-west,sles-enterprise-basic-ds1v2-standard
azure,us-west,sles-enterprise-basic-ds2v2-standard
azure,us-west,sles-enterprise-basic-ds3v2-standard
azure,us-west,sles-enterprise-basic-ds4v2-standard
azure,us-west,sles-enterprise-basic-ds5v2-standard
azure,us-west,sles-enterprise-basic-ds11v2-standard
azure,us-west,sles-enterprise-basic-ds12v2-standard
azure,us-west,sles-enterprise-basic-ds13v2-standard
azure,us-west,sles-enterprise-basic-ds14v2-standard
azure,us-west,sles-enterprise-basic-ds15v2-standard
azure,us-west,sles-enterprise-basic-g1-standard
azure,us-west,sles-enterprise-basic-g2-standard
azure,us-west,sles-enterprise-basic-g3-standard
azure,us-west,sles-enterprise-basic-g4-standard
azure,us-west,sles-enterprise-basic-g5-standard
azure,us-west,sles-enterprise-basic-gs1-standard
azure,us-west,sles-enterprise-basic-gs2-standard
azure,us-west,sles-enterprise-basic-gs3-standard
azure,us-west,sles-enterprise-basic-gs4-standard
azure,us-west,sles-enterprise-basic-gs5-standard
azure,us-west,sles-enterprise-basic-nc6-standard
azure,us-west,sles-enterprise-basic-nc12-standard
azure,us-west,sles-enterprise-basic-nc24-standard
azure,us-west,sles-enterprise-basic-nc24r-standard
azure,us-west,sles-enterprise-basic-nv6-standard
azure,us-west,sles-enterprise-basic-nv12-standard
azure,us-west,sles-enterprise-basic-nv24-standard
azure,europe-north,sles-enterprise-basic-a2-standard
azure,europe-north,sles-enterprise-basic-a3-standard
azure,europe-north,sles-enterprise-basic-a4-standard
azure,europe-north,sles-enterprise-basic-a5-standard
azure,europe-north,sles-enterprise-basic-a6-standard
azure,europe-north,sles-enterprise-basic-a7-standard
azure,europe-north,sles-enterprise-basic-a8-standard
azure,europe-north,sles-enterprise-basic-a9-standard
azure,europe-north,sles-enterprise-basic-a10-standard
azure,europe-north,sles-enterprise-basic-a11-standard
azure,europe-north,sles-enterprise-basic-a2v2-standard
azure,europe-north,sles-enterprise-basic-a2mv2-standard
azure,europe-north,sles-enterprise-basic-a4v2-standard
azure,europe-north,sles-enterprise-basic-a4mv2-standard
azure,europe-north,sles-enterprise-basic-a8mv2-standard
azure,europe-north,sles-enterprise-basic-a8v2-standard
azure,europe-north,sles-enterprise-basic-d1-standard
azure,europe-north,sles-enterprise-basic-d2-standard
azure,europe-north,sles-enterprise-basic-d3-standard
azure,europe-north,sles-enterprise-basic-d4-standard
azure,europe-north,sles-enterprise-basic-d11-standard
azure,europe-north,sles-enterprise-basic-d12-standard
azure,europe-north,sles-enterprise-basic-d13-standard
azure,europe-north,sles-enterprise-basic-d14-standard
azure,europe-north,sles-enterprise-basic-f1-standard
azure,europe-north,sles-enterprise-basic-f2-standard
azure,europe-north,sles-enterprise-basic-f4-standard
azure,europe-north,sles-enterprise-basic-f8-standard
azure,europe-north,sles-enterprise-basic-f16-standard
azure,europe-north,sles-enterprise-basic-f1s-standard
azure,europe-north,sles-enterprise-basic-f2s-standard
azure,europe-north,sles-enterprise-basic-f4s-standard
azure,europe-north,sles-enterprise-basic-f8s-standard
azure,europe-north,sles-enterprise-basic-f16s-standard
azure,europe-north,sles-enterprise-basic-d1v2-standard
azure,europe-north,sles-enterprise-basic-d11v2-standard
azure,europe-north,sles-enterprise-basic-d2v2-standard
azure,europe-north,sles-enterprise-basic-d3v2-standard
azure,europe-north,sles-enterprise-basic-d12v2-standard
azure,europe-north,sles-enterprise-basic-d4v2-standard
azure,europe-north,sles-enterprise-basic-d13v2-standard
azure,europe-north,sles-enterprise-basic-d14v2-standard
azure,europe-north,sles-enterprise-basic-d5v2-standard
azure,europe-north,sles-enterprise-basic-d15v2-standard
azure,europe-north,sles-enterprise-basic-ds1-standard
azure,europe-north,sles-enterprise-basic-ds2-standard
azure,europe-north,sles-enterprise-basic-ds3-standard
azure,europe-north,sles-enterprise-basic-ds4-standard
azure,europe-north,sles-enterprise-basic-ds1v2-standard
azure,europe-north,sles-enterprise-basic-ds2v2-standard
azure,europe-north,sles-enterprise-basic-ds3v2-standard
azure,europe-north,sles-enterprise-basic-ds4v2-standard
azure,europe-north,sles-enterprise-basic-ds5v2-standard
azure,europe-north,sles-enterprise-basic-ds11v2-standard
azure,europe-north,sles-enterprise-basic-ds12v2-standard
azure,europe-north,sles-enterprise-basic-ds13v2-standard
azure,europe-north,sles-enterprise-basic-ds14v2-standard
azure,europe-north,sles-enterprise-basic-ds15v2-standard
azure,europe-north,sles-enterprise-basic-g1-standard
azure,europe-north,sles-enterprise-basic-g2-standard
azure,europe-north,sles-enterprise-basic-g3-standard
azure,europe-north,sles-enterprise-basic-g4-standard
azure,europe-north,sles-enterprise-basic-g5-standard
azure,europe-north,sles-enterprise-basic-gs1-standard
azure,europe-north,sles-enterprise-basic-gs2-standard
azure,europe-north,sles-enterprise-basic-gs3-standard
azure,europe-north,sles-enterprise-basic-gs4-standard
azure,europe-north,sles-enterprise-basic-gs5-standard
azure,europe-north,sles-enterprise-basic-nc6-standard
azure,europe-north,sles-enterprise-basic-nc12-standard
azure,europe-north,sles-enterprise-basic-nc24-standard
azure,europe-north,sles-enterprise-basic-nc24r-standard
azure,europe-north,sles-enterprise-basic-nv6-standard
azure,europe-north,sles-enterprise-basic-nv12-standard
azure,europe-north,sles-enterprise-basic-nv24-standard
azure,us-west-central,sles-enterprise-basic-a2-standard
azure,us-west-central,sles-enterprise-basic-a3-standard
azure,us-west-central,sles-enterprise-basic-a4-standard
azure,us-west-central,sles-enterprise-basic-a5-standard
azure,us-west-central,sles-enterprise-basic-a6-standard
azure,us-west-central,sles-enterprise-basic-a7-standard
azure,us-west-central,sles-enterprise-basic-a8-standard
azure,us-west-central,sles-enterprise-basic-a9-standard
azure,us-west-central,sles-enterprise-basic-a10-standard
azure,us-west-central,sles-enterprise-basic-a11-standard
azure,us-west-central,sles-enterprise-basic-a2v2-standard
azure,us-west-central,sles-enterprise-basic-a2mv2-standard
azure,us-west-central,sles-enterprise-basic-a4v2-standard
azure,us-west-central,sles-enterprise-basic-a4mv2-standard
azure,us-west-central,sles-enterprise-basic-a8mv2-standard
azure,us-west-central,sles-enterprise-basic-a8v2-standard
azure,us-west-central,sles-enterprise-basic-d1-standard
azure,us-west-central,sles-enterprise-basic-d2-standard
azure,us-west-central,sles-enterprise-basic-d3-standard
azure,us-west-central,sles-enterprise-basic-d4-standard
azure,us-west-central,sles-enterprise-basic-d11-standard
azure,us-west-central,sles-enterprise-basic-d12-standard
azure,us-west-central,sles-enterprise-basic-d13-standard
azure,us-west-central,sles-enterprise-basic-d14-standard
azure,us-west-central,sles-enterprise-basic-f1-standard
azure,us-west-central,sles-enterprise-basic-f2-standard
azure,us-west-central,sles-enterprise-basic-f4-standard
azure,us-west-central,sles-enterprise-basic-f8-standard
azure,us-west-central,sles-enterprise-basic-f16-standard
azure,us-west-central,sles-enterprise-basic-f1s-standard
azure,us-west-central,sles-enterprise-basic-f2s-standard
azure,us-west-central,sles-enterprise-basic-f4s-standard
azure,us-west-central,sles-enterprise-basic-f8s-standard
azure,us-west-central,sles-enterprise-basic-f16s-standard
azure,us-west-central,sles-enterprise-basic-d1v2-standard
azure,us-west-central,sles-enterprise-basic-d11v2-standard
azure,us-west-central,sles-enterprise-basic-d2v2-standard
azure,us-west-central,sles-enterprise-basic-d3v2-standard
azure,us-west-central,sles-enterprise-basic-d12v2-standard
azure,us-west-central,sles-enterprise-basic-d4v2-standard
azure,us-west-central,sles-enterprise-basic-d13v2-standard
azure,us-west-central,sles-enterprise-basic-d14v2-standard
azure,us-west-central,sles-enterprise-basic-d5v2-standard
azure,us-west-central,sles-enterprise-basic-d15v2-standard
azure,us-west-central,sles-enterprise-basic-ds1-standard
azure,us-west-central,sles-enterprise-basic-ds2-standard
azure,us-west-central,sles-enterprise-basic-ds3-standard
azure,us-west-central,sles-enterprise-basic-ds4-standard
azure,us-west-central,sles-enterprise-basic-ds1v2-standard
azure,us-west-central,sles-enterprise-basic-ds2v2-standard
azure,us-west-central,sles-enterprise-basic-ds3v2-standard
azure,us-west-central,sles-enterprise-basic-ds4v2-standard
azure,us-west-central,sles-enterprise-basic-ds5v2-standard
azure,us-west-central,sles-enterprise-basic-ds11v2-standard
azure,us-west-central,sles-enterprise-basic-ds12v2-standard
azure,us-west-central,sles-enterprise-basic-ds13v2-standard
azure,us-west-central,sles-enterprise-basic-ds14v2-standard
azure,us-west-central,sles-enterprise-basic-ds15v2-standard
azure,us-west-central,sles-enterprise-basic-g1-standard
azure,us-west-central,sles-enterprise-basic-g2-standard
azure,us-west-central,sles-enterprise-basic-g3-standard
azure,us-west-central,sles-enterprise-basic-g4-standard
azure,us-west-central,sles-enterprise-basic-g5-standard
azure,us-west-central,sles-enterprise-basic-gs1-standard
azure,us-west-central,sles-enterprise-basic-gs2-standard
azure,us-west-central,sles-enterprise-basic-gs3-standard
azure,us-west-central,sles-enterprise-basic-gs4-standard
azure,us-west-central,sles-enterprise-basic-gs5-standard
azure,us-west-central,sles-enterprise-basic-nc6-standard
azure,us-west-central,sles-enterprise-basic-nc12-standard
azure,us-west-central,sles-enterprise-basic-nc24-standard
azure,us-west-central,sles-enterprise-basic-nc24r-standard
azure,us-west-central,sles-enterprise-basic-nv6-standard
azure,us-west-central,sles-enterprise-basic-nv12-standard
azure,us-west-central,sles-enterprise-basic-nv24-standard
azure,asia-pacific-southeast,sles-enterprise-basic-a2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-a3-standard
azure,asia-pacific-southeast,sles-enterprise-basic-a4-standard
azure,asia-pacific-southeast,sles-enterprise-basic-a5-standard
azure,asia-pacific-southeast,sles-enterprise-basic-a6-standard
azure,asia-pacific-southeast,sles-enterprise-basic-a7-standard
azure,asia-pacific-southeast,sles-enterprise-basic-a8-standard
azure,asia-pacific-southeast,sles-enterprise-basic-a9-standard
azure,asia-pacific-southeast,sles-enterprise-basic-a10-standard
azure,asia-pacific-southeast,sles-enterprise-basic-a11-standard
azure,asia-pacific-southeast,sles-enterprise-basic-a2v2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-a2mv2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-a4v2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-a4mv2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-a8mv2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-a8v2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-d1-standard
azure,asia-pacific-southeast,sles-enterprise-basic-d2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-d3-standard
azure,asia-pacific-southeast,sles-enterprise-basic-d4-standard
azure,asia-pacific-southeast,sles-enterprise-basic-d11-standard
azure,asia-pacific-southeast,sles-enterprise-basic-d12-standard
azure,asia-pacific-southeast,sles-enterprise-basic-d13-standard
azure,asia-pacific-southeast,sles-enterprise-basic-d14-standard
azure,asia-pacific-southeast,sles-enterprise-basic-f1-standard
azure,asia-pacific-southeast,sles-enterprise-basic-f2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-f4-standard
azure,asia-pacific-southeast,sles-enterprise-basic-f8-standard
azure,asia-pacific-southeast,sles-enterprise-basic-f16-standard
azure,asia-pacific-southeast,sles-enterprise-basic-f1s-standard
azure,asia-pacific-southeast,sles-enterprise-basic-f2s-standard
azure,asia-pacific-southeast,sles-enterprise-basic-f4s-standard
azure,asia-pacific-southeast,sles-enterprise-basic-f8s-standard
azure,asia-pacific-southeast,sles-enterprise-basic-f16s-standard
azure,asia-pacific-southeast,sles-enterprise-basic-d1v2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-d11v2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-d2v2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-d3v2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-d12v2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-d4v2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-d13v2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-d14v2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-d5v2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-d15v2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-ds1-standard
azure,asia-pacific-southeast,sles-enterprise-basic-ds2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-ds3-standard
azure,asia-pacific-southeast,sles-enterprise-basic-ds4-standard
azure,asia-pacific-southeast,sles-enterprise-basic-ds1v2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-ds2v2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-ds3v2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-ds4v2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-ds5v2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-ds11v2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-ds12v2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-ds13v2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-ds14v2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-ds15v2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-g1-standard
azure,asia-pacific-southeast,sles-enterprise-basic-g2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-g3-standard
azure,asia-pacific-southeast,sles-enterprise-basic-g4-standard
azure,asia-pacific-southeast,sles-enterprise-basic-g5-standard
azure,asia-pacific-southeast,sles-enterprise-basic-gs1-standard
azure,asia-pacific-southeast,sles-enterprise-basic-gs2-standard
azure,asia-pacific-southeast,sles-enterprise-basic-gs3-standard
azure,asia-pacific-southeast,sles-enterprise-basic-gs4-standard
azure,asia-pacific-southeast,sles-enterprise-basic-gs5-standard
azure,asia-pacific-southeast,sles-enterprise-basic-nc6-standard
azure,asia-pacific-southeast,sles-enterprise-basic-nc12-standard
azure,asia-pacific-southeast,sles-enterprise-basic-nc24-standard
azure,asia-pacific-southeast,sles-enterprise-basic-nc24r-standard
azure,asia-pacific-southeast,sles-enterprise-basic-nv6-standard
azure,asia-pacific-southeast,sles-enterprise-basic-nv12-standard
azure,asia-pacific-southeast,sles-enterprise-basic-nv24-standard
azure,us-south-central,sles-enterprise-basic-a2-standard
azure,us-south-central,sles-enterprise-basic-a3-standard
azure,us-south-central,sles-enterprise-basic-a4-standard
azure,us-south-central,sles-enterprise-basic-a5-standard
azure,us-south-central,sles-enterprise-basic-a6-standard
azure,us-south-central,sles-enterprise-basic-a7-standard
azure,us-south-central,sles-enterprise-basic-a8-standard
azure,us-south-central,sles-enterprise-basic-a9-standard
azure,us-south-central,sles-enterprise-basic-a10-standard
azure,us-south-central,sles-enterprise-basic-a11-standard
azure,us-south-central,sles-enterprise-basic-a2v2-standard
azure,us-south-central,sles-enterprise-basic-a2mv2-standard
azure,us-south-central,sles-enterprise-basic-a4v2-standard
azure,us-south-central,sles-enterprise-basic-a4mv2-standard
azure,us-south-central,sles-enterprise-basic-a8mv2-standard
azure,us-south-central,sles-enterprise-basic-a8v2-standard
azure,us-south-central,sles-enterprise-basic-d1-standard
azure,us-south-central,sles-enterprise-basic-d2-standard
azure,us-south-central,sles-enterprise-basic-d3-standard
azure,us-south-central,sles-enterprise-basic-d4-standard
azure,us-south-central,sles-enterprise-basic-d11-standard
azure,us-south-central,sles-enterprise-basic-d12-standard
azure,us-south-central,sles-enterprise-basic-d13-standard
azure,us-south-central,sles-enterprise-basic-d14-standard
azure,us-south-central,sles-enterprise-basic-f1-standard
azure,us-south-central,sles-enterprise-basic-f2-standard
azure,us-south-central,sles-enterprise-basic-f4-standard
azure,us-south-central,sles-enterprise-basic-f8-standard
azure,us-south-central,sles-enterprise-basic-f16-standard
azure,us-south-central,sles-enterprise-basic-f1s-standard
azure,us-south-central,sles-enterprise-basic-f2s-standard
azure,us-south-central,sles-enterprise-basic-f4s-standard
azure,us-south-central,sles-enterprise-basic-f8s-standard
azure,us-south-central,sles-enterprise-basic-f16s-standard
azure,us-south-central,sles-enterprise-basic-d1v2-standard
azure,us-south-central,sles-enterprise-basic-d11v2-standard
azure,us-south-central,sles-enterprise-basic-d2v2-standard
azure,us-south-central,sles-enterprise-basic-d3v2-standard
azure,us-south-central,sles-enterprise-basic-d12v2-standard
azure,us-south-central,sles-enterprise-basic-d4v2-standard
azure,us-south-central,sles-enterprise-basic-d13v2-standard
azure,us-south-central,sles-enterprise-basic-d14v2-standard
azure,us-south-central,sles-enterprise-basic-d5v2-standard
azure,us-south-central,sles-enterprise-basic-d15v2-standard
azure,us-south-central,sles-enterprise-basic-ds1-standard
azure,us-south-central,sles-enterprise-basic-ds2-standard
azure,us-south-central,sles-enterprise-basic-ds3-standard
azure,us-south-central,sles-enterprise-basic-ds4-standard
azure,us-south-central,sles-enterprise-basic-ds1v2-standard
azure,us-south-central,sles-enterprise-basic-ds2v2-standard
azure,us-south-central,sles-enterprise-basic-ds3v2-standard
azure,us-south-central,sles-enterprise-basic-ds4v2-standard
azure,us-south-central,sles-enterprise-basic-ds5v2-standard
azure,us-south-central,sles-enterprise-basic-ds11v2-standard
azure,us-south-central,sles-enterprise-basic-ds12v2-standard
azure,us-south-central,sles-enterprise-basic-ds13v2-standard
azure,us-south-central,sles-enterprise-basic-ds14v2-standard
azure,us-south-central,sles-enterprise-basic-ds15v2-standard
azure,us-south-central,sles-enterprise-basic-g1-standard
azure,us-south-central,sles-enterprise-basic-g2-standard
azure,us-south-central,sles-enterprise-basic-g3-standard
azure,us-south-central,sles-enterprise-basic-g4-standard
azure,us-south-central,sles-enterprise-basic-g5-standard
azure,us-south-central,sles-enterprise-basic-gs1-standard
azure,us-south-central,sles-enterprise-basic-gs2-standard
azure,us-south-central,sles-enterprise-basic-gs3-standard
azure,us-south-central,sles-enterprise-basic-gs4-standard
azure,us-south-central,sles-enterprise-basic-gs5-standard
azure,us-south-central,sles-enterprise-basic-nc6-standard
azure,us-south-central,sles-enterprise-basic-nc12-standard
azure,us-south-central,sles-enterprise-basic-nc24-standard
azure,us-south-central,sles-enterprise-basic-nc24r-standard
azure,us-south-central,sles-enterprise-basic-nv6-standard
azure,us-south-central,sles-enterprise-basic-nv12-standard
azure,us-south-central,sles-enterprise-basic-nv24-standard
azure,japan-east,sles-enterprise-basic-a2-standard
azure,japan-east,sles-enterprise-basic-a3-standard
azure,japan-east,sles-enterprise-basic-a4-standard
azure,japan-east,sles-enterprise-basic-a5-standard
azure,japan-east,sles-enterprise-basic-a6-standard
azure,japan-east,sles-enterprise-basic-a7-standard
azure,japan-east,sles-enterprise-basic-a8-standard
azure,japan-east,sles-enterprise-basic-a9-standard
azure,japan-east,sles-enterprise-basic-a10-standard
azure,japan-east,sles-enterprise-basic-a11-standard
azure,japan-east,sles-enterprise-basic-a2v2-standard
azure,japan-east,sles-enterprise-basic-a2mv2-standard
azure,japan-east,sles-enterprise-basic-a4v2-standard
azure,japan-east,sles-enterprise-basic-a4mv2-standard
azure,japan-east,sles-enterprise-basic-a8mv2-standard
azure,japan-east,sles-enterprise-basic-a8v2-standard
azure,japan-east,sles-enterprise-basic-d1-standard
azure,japan-east,sles-enterprise-basic-d2-standard
azure,japan-east,sles-enterprise-basic-d3-standard
azure,japan-east,sles-enterprise-basic-d4-standard
azure,japan-east,sles-enterprise-basic-d11-standard
azure,japan-east,sles-enterprise-basic-d12-standard
azure,japan-east,sles-enterprise-basic-d13-standard
azure,japan-east,sles-enterprise-basic-d14-standard
azure,japan-east,sles-enterprise-basic-f1-standard
azure,japan-east,sles-enterprise-basic-f2-standard
azure,japan-east,sles-enterprise-basic-f4-standard
azure,japan-east,sles-enterprise-basic-f8-standard
azure,japan-east,sles-enterprise-basic-f16-standard
azure,japan-east,sles-enterprise-basic-f1s-standard
azure,japan-east,sles-enterprise-basic-f2s-standard
azure,japan-east,sles-enterprise-basic-f4s-standard
azure,japan-east,sles-enterprise-basic-f8s-standard
azure,japan-east,sles-enterprise-basic-f16s-standard
azure,japan-east,sles-enterprise-basic-d1v2-standard
azure,japan-east,sles-enterprise-basic-d11v2-standard
azure,japan-east,sles-enterprise-basic-d2v2-standard
azure,japan-east,sles-enterprise-basic-d3v2-standard
azure,japan-east,sles-enterprise-basic-d12v2-standard
azure,japan-east,sles-enterprise-basic-d4v2-standard
azure,japan-east,sles-enterprise-basic-d13v2-standard
azure,japan-east,sles-enterprise-basic-d14v2-standard
azure,japan-east,sles-enterprise-basic-d5v2-standard
azure,japan-east,sles-enterprise-basic-d15v2-standard
azure,japan-east,sles-enterprise-basic-ds1-standard
azure,japan-east,sles-enterprise-basic-ds2-standard
azure,japan-east,sles-enterprise-basic-ds3-standard
azure,japan-east,sles-enterprise-basic-ds4-standard
azure,japan-east,sles-enterprise-basic-ds1v2-standard
azure,japan-east,sles-enterprise-basic-ds2v2-standard
azure,japan-east,sles-enterprise-basic-ds3v2-standard
azure,japan-east,sles-enterprise-basic-ds4v2-standard
azure,japan-east,sles-enterprise-basic-ds5v2-standard
azure,japan-east,sles-enterprise-basic-ds11v2-standard
azure,japan-east,sles-enterprise-basic-ds12v2-standard
azure,japan-east,sles-enterprise-basic-ds13v2-standard
azure,japan-east,sles-enterprise-basic-ds14v2-standard
azure,japan-east,sles-enterprise-basic-ds15v2-standard
azure,japan-east,sles-enterprise-basic-g1-standard
azure,japan-east,sles-enterprise-basic-g2-standard
azure,japan-east,sles-enterprise-basic-g3-standard
azure,japan-east,sles-enterprise-basic-g4-standard
azure,japan-east,sles-enterprise-basic-g5-standard
azure,japan-east,sles-enterprise-basic-gs1-standard
azure,japan-east,sles-enterprise-basic-gs2-standard
azure,japan-east,sles-enterprise-basic-gs3-standard
azure,japan-east,sles-enterprise-basic-gs4-standard
azure,japan-east,sles-enterprise-basic-gs5-standard
azure,japan-east,sles-enterprise-basic-nc6-standard
azure,japan-east,sles-enterprise-basic-nc12-standard
azure,japan-east,sles-enterprise-basic-nc24-standard
azure,japan-east,sles-enterprise-basic-nc24r-standard
azure,japan-east,sles-enterprise-basic-nv6-standard
azure,japan-east,sles-enterprise-basic-nv12-standard
azure,japan-east,sles-enterprise-basic-nv24-standard
azure,australia-east,sles-enterprise-basic-a2-standard
azure,australia-east,sles-enterprise-basic-a3-standard
azure,australia-east,sles-enterprise-basic-a4-standard
azure,australia-east,sles-enterprise-basic-a5-standard
azure,australia-east,sles-enterprise-basic-a6-standard
azure,australia-east,sles-enterprise-basic-a7-standard
azure,australia-east,sles-enterprise-basic-a8-standard
azure,australia-east,sles-enterprise-basic-a9-standard
azure,australia-east,sles-enterprise-basic-a10-standard
azure,australia-east,sles-enterprise-basic-a11-standard
azure,australia-east,sles-enterprise-basic-a2v2-standard
azure,australia-east,sles-enterprise-basic-a2mv2-standard
azure,australia-east,sles-enterprise-basic-a4v2-standard
azure,australia-east,sles-enterprise-basic-a4mv2-standard
azure,australia-east,sles-enterprise-basic-a8mv2-standard
azure,australia-east,sles-enterprise-basic-a8v2-standard
azure,australia-east,sles-enterprise-basic-d1-standard
azure,australia-east,sles-enterprise-basic-d2-standard
azure,australia-east,sles-enterprise-basic-d3-standard
azure,australia-east,sles-enterprise-basic-d4-standard
azure,australia-east,sles-enterprise-basic-d11-standard
azure,australia-east,sles-enterprise-basic-d12-standard
azure,australia-east,sles-enterprise-basic-d13-standard
azure,australia-east,sles-enterprise-basic-d14-standard
azure,australia-east,sles-enterprise-basic-f1-standard
azure,australia-east,sles-enterprise-basic-f2-standard
azure,australia-east,sles-enterprise-basic-f4-standard
azure,australia-east,sles-enterprise-basic-f8-standard
azure,australia-east,sles-enterprise-basic-f16-standard
azure,australia-east,sles-enterprise-basic-f1s-standard
azure,australia-east,sles-enterprise-basic-f2s-standard
azure,australia-east,sles-enterprise-basic-f4s-standard
azure,australia-east,sles-enterprise-basic-f8s-standard
azure,australia-east,sles-enterprise-basic-f16s-standard
azure,australia-east,sles-enterprise-basic-d1v2-standard
azure,australia-east,sles-enterprise-basic-d11v2-standard
azure,australia-east,sles-enterprise-basic-d2v2-standard
azure,australia-east,sles-enterprise-basic-d3v2-standard
azure,australia-east,sles-enterprise-basic-d12v2-standard
azure,australia-east,sles-enterprise-basic-d4v2-standard
azure,australia-east,sles-enterprise-basic-d13v2-standard
azure,australia-east,sles-enterprise-basic-d14v2-standard
azure,australia-east,sles-enterprise-basic-d5v2-standard
azure,australia-east,sles-enterprise-basic-d15v2-standard
azure,australia-east,sles-enterprise-basic-ds1-standard
azure,australia-east,sles-enterprise-basic-ds2-standard
azure,australia-east,sles-enterprise-basic-ds3-standard
azure,australia-east,sles-enterprise-basic-ds4-standard
azure,australia-east,sles-enterprise-basic-ds1v2-standard
azure,australia-east,sles-enterprise-basic-ds2v2-standard
azure,australia-east,sles-enterprise-basic-ds3v2-standard
azure,australia-east,sles-enterprise-basic-ds4v2-standard
azure,australia-east,sles-enterprise-basic-ds5v2-standard
azure,australia-east,sles-enterprise-basic-ds11v2-standard
azure,australia-east,sles-enterprise-basic-ds12v2-standard
azure,australia-east,sles-enterprise-basic-ds13v2-standard
azure,australia-east,sles-enterprise-basic-ds14v2-standard
azure,australia-east,sles-enterprise-basic-ds15v2-standard
azure,australia-east,sles-enterprise-basic-g1-standard
azure,australia-east,sles-enterprise-basic-g2-standard
azure,australia-east,sles-enterprise-basic-g3-standard
azure,australia-east,sles-enterprise-basic-g4-standard
azure,australia-east,sles-enterprise-basic-g5-standard
azure,australia-east,sles-enterprise-basic-gs1-standard
azure,australia-east,sles-enterprise-basic-gs2-standard
azure,australia-east,sles-enterprise-basic-gs3-standard
azure,australia-east,sles-enterprise-basic-gs4-standard
azure,australia-east,sles-enterprise-basic-gs5-standard
azure,australia-east,sles-enterprise-basic-nc6-standard
